97,429
1098,52126
92,311
95571,278
19948,123265
69050,4483
2036,265131
92,4823
86,631
67,27361
8752,57
3736,451
831,8332
63,129955
256,873649
718971,19213
81,488
87,74637
7915,959619
046,971966
036,63549
121259,518993
5403,129456
648,32
14,36369
669,88768
22,926568
962,676
128,376373
626,7494
20,121929
10,259
21811,691127
032,721
8883,29257
7363,4691
601,153569
78286,9465
3419,63
4680,21396
92527,632423
3185,393891
15580,87
858,764712
587,585
96,313
21,671
9778,55
35,96334
601134,215
8065,5729
834,4179
93,3384
05277,96223
453303,441763
202,197
92129,9263
4062,7417
268,5226
872,34929
163883,28
625997,636793
08777,248
77,42532
399410,6643
107883,82
95068,6935
511,98
15,918599
2135,3762
685,7487
631153,465
993414,466175
7156,7429
79,746964
52135,42
5209,9942
33,94
488882,16187
006,63
2705,899469
35,35847
3517,876
24,892
925143,271
9887,9765
126382,64112
62934,238143
465099,4431
531200,8597
3963,71356
67,78841
700453,479212
877,18
919091,7783
229,7721
3108,751138
18,437247
63,727
87848,377
612,94
3630,96599
01,825752
32,429
179507,121866
379,31112
853,79231
53,34
025,173517
834,779
73828,84
834418,886531
97,672997
19056,55577
538,73
34623,422517
43837,117228
183705,274713
17,17
41855,787
3406,985
27,7571
330,5142
288693,431
57463,45432
661102,742
39,2328
279,776
96441,841241
003789,893751
723,6398
66,2956
10070,335596
52073,18281
0216,448535
790,1139
9043,676282
8584,97
75,737
301,64976
96182,6887
82,27
21,818368
254,887257
5066,743193
18,16541
04015,11313
577,7752
689,1121
6608,578521
477934,63946
606319,5881
61695,4124
0143,786845
8638,79
14527,311
37,746747
8305,195721
939,2174
017,1685
20888,94273
59919,428
4183,54338
1270,928
723712,2553
385,157
80,1845
619609,439566
4877,9387
541,11
939058,376
9584,96
591954,73
45,3638
285,3133
300,23263
00470,94391
8392,5421
64,8618
014924,91
4527,35
90,748577
6254,113
418,89713
58,7837
22,586843
84,58664
67672,931736
6729,42179
756,19
45038,546445
574,443746
829,28
442,232615
8192,17364
79,19
357,21746
49496,25961
19693,514858
720,769735
749062,163
4551,21476
00,793557
001,98
7655,132
054562,86
903053,5159
4416,77196
41,73
62891,6818
63,27544
2183,484258
3566,619
62047,8282
407,55
02,155177
6972,32
66,3911
161,3889
898,49
3715,688
781,5174
1372,66
0863,4479
64869,873478
80,533157
3303,98
58,185
70760,968
249404,38866
20,21
491,4768
19,59964
55,865
229057,37
177045,834391
94,7651
270,627912
68993,63
04,687971
23543,2852
2439,16282
7357,89
913174,539
19,8344
94773,53
4953,374
974686,57
639,885
182,55367
441,8819
009,417
64,373433
5172,41464
463792,68371
20,73
064,22
4806,267975
48,432
378301,33
271,7448
838,2365
80397,89
54259,12854
3258,35
13,79
99258,23
170,3719
96,377548
9711,13632
21464,333
081,753596
7686,98239
315395,391
34,58565
282408,7276
55,69412
550,924
18,36
045332,8922
96276,319353
35,8323
60,28
69961,29123
6650,55527
292536,3391
00959,75656
51,3791
520,36
83261,593273
097,78
19414,338337
579207,54
94737,723718
639533,54122
1518,896858
19997,421416
072105,689613
0568,67
910,85459
97,919272
410691,241594
427,42467
18,84
20452,73
9916,19
03473,28
039308,67
504,91
82708,35483
010757,7832
17679,71
34774,11
0441,621
7678,574752
212,7724
401,686861
27,236
0229,42233
741155,43
12,787
9641,89171
2847,632
247235,29272
919218,4277
24,373121
042,33
238233,51
8905,731
85,62761
027,42476
28484,1449
332305,172171
26553,264
72149,566574
221768,671
42,74582
38566,215
71,81
3513,4213
32,433949
87286,874
74,61
6195,95882
4074,54927
85823,25
5030,624
0469,713216
77082,8148
3487,93888
519,4867
054062,3143
30363,4259
887587,67
895,29854
472,957
40,921199
87,4648
55,73762
51059,19
086,772628
342998,7231
384,3944
040,1378
2973,1235
720093,889
94,91596
573259,75193
412,7188
112,72621
654,23
021,489914
6633,6682
68,643
24225,64868
297,74567
5388,76
357,6684
948260,142786
4008,73
153,131334
605,497267
3739,258866
65702,59
71528,85853
78114,85427
775800,9641
12843,111
81999,885
81,1634
9989,31453
38,427157
3704,865123
983980,49126
56,349129
927,118243
790147,356213
074,8461
9386,4387
20202,83
7634,12319
397,995
031740,83674
73876,52255
665,581
867,4396
433,5165
64632,62312
372,6418
9190,13
906,16152
006623,751
672,975
419376,46
767,257349
57,393217
278912,8267
82,199225
01278,9224
731382,257
5335,633242
615926,914
756409,36
8950,6665
28,76324
997,621
464652,743
153,14674
31815,49
386,316272
565,833697
21844,96
4159,648
329885,131964
026,91261
545,639
3150,41416
650505,33441
63626,172148
84923,819229
91,387
74814,575621
253,58387
13,866
89,396
4606,32872
771,37
506,855411
320205,19985
648974,538122
7158,8411
432972,629476
2309,686
8634,11392
1428,523
58195,552
1676,76
405990,7653
187424,85
608,62575
80,63
487535,48
11179,23
505,442668
00,8728
9239,32
9096,83
3493,35
9608,562
77773,5333
86495,738811
9724,8273
537043,267
247,6551
286632,5838
70,36412
20,82
45549,59514
94133,196737
39676,15186
74,64917
6808,11366
961716,3113
227,568
85419,144
50,1249
500,8448
844691,695
859038,17
080596,917544
28445,757
488480,528
30,879487
256869,322962
68797,489297
91,278
485876,72
49874,434
25073,955
631206,53
676608,71799
55737,55965
671,953884
666532,158764
05999,19
926556,327
48,665
80,97
95002,8392
63,86873
3275,231741
847,192
015244,23711
4869,335
967955,71
92890,7876
55,338544
26313,39
983370,2351
959,5824
92,11472
33,9181
5252,25131
454,2649
535725,82
71,53172
094028,987763
887,19784
066192,828568
6276,4564
996404,828
5483,73
741,3575
998569,817833
00323,4352
05,22
43985,7578
901249,97
24,342852
310,79
307056,978
012,5472
183,872
2370,736146
329,8967
038516,4896
256573,467
1727,96
7539,131999
06,548195
7667,958
344145,57842
130,96259
377,19
76,359
349490,75
922,974238
824,518666
9155,53751
214,79
904,831814
389,163
084287,5864
594,7267
067,28
342,74
68,5731
126,94163
5459,414
503,56699
63992,1111
42542,666
34114,351128
15887,44
713,167
687,83689
61887,828425
66336,194
467178,759
7554,1488
2008,127129
3998,227
50,771116
57437,43
45,544
8424,78991
645541,52749
859,874
5477,4171
83616,91
6730,227
612476,118314
5653,12631
06000,266
44019,1858
068,899362
100954,184
63,737532
29,42322
528,254559
822,19325
318,83
8770,735
464,21546
132733,717
592,5479
1655,333167
41,2734
304823,671924
704,632
51,3158
8376,41413
54661,652
9720,5419
786602,21
87808,2634
260076,787
47527,55398
796541,681
224,5471
5928,9447
1336,518843
1912,897
132,91
01,76448
582859,75229
651471,81375
48335,43275
48786,845
01223,38
294,714
214818,856545
042778,95364
820174,6259
971771,69924
3188,931
370589,426
618,33338
07577,6146
49,44
18214,9344
089,93493
721894,99
48,317193
896,665
00,235434
8061,5513
258,19
802,565
897337,628
45154,52
759879,93
0227,4492
37395,99223
66211,432
771,96
233847,182735
31,97
40,321654
03635,17142
286436,75166
2528,2252
07,645
921,55262
27,575719
782102,87
58248,154984
67066,75
518253,3939
14821,28
17415,986351
49766,112
7442,33635
7335,7487
95078,829
777,1854
747910,789348
82,622
72,49351
705,34379
34884,76396
93617,723673
35,169921
846706,819
970,438269
499678,182193
27580,963
097,24682
17465,6627
228,818346
543,23852
26886,941731
536,64
255,443
228,85549
204610,6251
7697,4715
11,362
6878,94
374521,599254
0211,87
14802,849
311883,19
210879,99
58412,261979
273,971
170043,86
275,965386
21717,68488
643,81924
4844,534
108923,83
76,8883
5181,595172
69138,728
759,3427
2943,98569
839678,3346
228,5534
173634,12865
104041,96
01945,648272
06,918
493,59
57196,46976
16803,615
44,49
491,731
743549,51891
503364,353178
878670,55833
702,8637
5030,464
153,72838
55474,166289
64720,57961
603115,36
404399,792
80793,291695
76310,558
946496,828
009,1236
6087,63
56100,5712
718823,7949
82282,572333
69909,27572
33,983
82356,27
40,944
1075,3245
24,7614
462,43187
1348,123
49441,9547
630516,27172
49097,96114
80397,5199
35037,487798
288,479998
14055,1447
48046,743
960747,416489
133099,71
6382,13
546680,54873
77990,91
05770,41
71,998523
052907,495246
34,11554
779268,962343
30,415
427,87
093,4498
7481,423523
8802,2715
0619,346
806498,856
373,522499
98849,87642
14684,44596
930,5143
77115,2971
533,91429
19897,4216
21,814812
66,485624
176465,52597
910,242399
49933,23318
997,342624
699300,98
63,953426
44435,32
4567,35
864748,66
6248,275
937645,719
97,333476
24,154
8824,175
482457,76
15517,1599
739664,945
63,493
871,876252
75,517582
3655,87952
201459,891
995057,879
3115,26
09643,65738
8863,1798
417604,2769
50,8956
588360,376316
310280,93756
828817,135
8123,24258
58,9588
257,37638
050,33493
2776,684184
1980,452483
828,769264
867,7385
065933,8975
7910,34665
248023,43451
555,418874
846,4992
0576,581941
57,633
54798,38
8182,93355
0208,56
25,39
132703,52
8040,14712
705657,548636
33185,324
8062,631
051,76166
7451,8468
538614,184
424,9339
98,86549
5069,18639
84,94631
03084,67
29,95
495411,938
3875,16554
833,398151
97324,97297
251,121
35144,2777
98454,747
878494,8336
6770,85739
2480,191
058155,8567
88204,59
641,919144
99299,83541
25107,359
54,1838
083204,643453
93525,33
070,3165
20152,1781
45,843
17680,9536
341,2455
200,13
76,971
97,662
584593,69
016716,57
9762,79
48329,2182
763142,247
681722,68
51126,92
639972,93667
8132,816
21667,7124
888173,32368
3652,122
18,29
45067,278651
471438,86
8993,467576
166,51998
62,63778
53,89
1270,52
174863,64519
8572,133
61997,947
7421,28
59,943
584395,7524
9153,475
589118,499627
455,83869
61,488817
59814,971934
2260,13
06770,74
89567,632839
99886,855
964576,62733
296,854
746806,32
1569,675216
73,6135
155671,393744
70,7679
85,26365
52168,24532
38,29818
67556,1329
9057,951517
180985,83
063916,587446
559444,658346
759,753337
643,3738
0434,72558
60690,3528
16,84354
242,961583
374,81
821517,464227
253,435
36940,2921
55854,189927
21,334575
5893,4545
102,743796
811,8412
537,93764
22,432937
436199,819
1661,4214
6041,873
760,199
46,755216
2204,9228
98456,571218
106,14618
06,6743
642,486422
886,558834
696086,131
171,847
580396,98598
20130,8337
5336,552
85014,993485
642,6556
851285,435
597141,26
7262,327
877734,18
086,423167
82480,88
26169,872455
95,82
984538,217664
77,63816
023,641
13396,93531
768993,26
70691,54
138,3226
25,1256
035,88
85008,53312
44,78
2576,428
98,56258
80,98
51,6683
72,898437
073,4911
43788,68
519,229417
050,57113
5281,1261
96,327652
302136,85
725,788234
90950,62573
8738,4357
637404,38
92791,5368
832,466888
772941,532157
90300,333
192055,4114
43,86874
1957,67
09647,65
296,7935
91144,95
1927,715
65,399
359,31
1972,5848
8250,12527
6872,652
3515,472532
48,556972
06,335
146,4583
658169,17774
4388,12575
259036,152
5397,368
23,985
204,83548
036,229
912503,195774
495638,76434
71706,5865
03151,651242
29351,6137
2763,63896
7896,55543
5246,43
01,129162
849,672
069,788957
757760,85
865592,5456
71,485
132128,7256
993818,64
10194,485594
762,5849
838,947
01,32665
675,834
32,856289
04,598838
062,378175
6094,62225
55,9484
08,81
5258,913299
49451,58
32,43553
97330,7719
686226,16186
8406,3837
35,1679
372,536
9123,61
84145,14
28,674236
86884,151857
37,498
683862,21263
5923,9925
919,41631
455263,378
7846,13289
92,9256
12,69329
376476,155
280871,485
47623,55
6135,83439
90578,735
78426,4199
775301,89
35,534948
79,651355
530,73225
513372,644773
852,621
976,95256
496318,37
516,49
5987,76
56453,69636
63957,12
20948,63
31,952246
558,891
192,1842
92113,35124
7628,283274
50,178844
40,54746
8408,5893
54,43
4808,35
71429,365146
59,333
891092,1925
03130,2158
7408,63136
40694,9235
722,77
3261,874
118894,125211
374031,789
5953,77
503,2166
27,831229
700912,852
9668,686298
794468,479127
969,79
098,87274
378,97479
6491,38
113792,2248
756,4996
7411,673
18,6453
311898,52
386,514339
0447,55
1452,29371
3654,82
45663,37169
08,26
25,112
5219,373
777,359757
75,28512
09926,9164
874122,918247
688316,245663
790128,75974
26283,324
0745,84139
81174,1363
07902,447
097,75
77429,3599
08,226
558520,37366
47,417358
24,899
9851,65115
1651,595
182036,63
4947,622349
947,629811
47,417
100828,334843
40,284
76944,129663
1889,89
67,78
75,692
41,95
18,486
1972,3136
399,46
747441,33
22,33247
501,36
561236,131752
233,1733
78,86
44,114636
0572,466213
277,133
081610,84
1888,61373
1392,27
688705,71825
63124,22
45,4339
820541,44715
820,67629
389,5376
06039,567
440125,72
859,44126
07,26241
086681,6791
5118,7444
869584,252641
362830,21
4853,325
33844,945
465,29346
707,892
953,153197
84749,259674
316,192376
97652,26
73,999
337,318
628,518
70,5861
503,3437
455,82
430,31
94298,13672
8066,6381
320,9438
13433,2419
0292,494165
1725,8933
624,63
240264,32477
23,979285
217,881835
18,9221
026196,872922
1314,66937
56,78
121,58171
346533,353994
513349,514
031,15711
53,323491
274743,54
348214,82843
50,73
450,57611
63,8229
0664,513
0421,492488
09,776
10,4755
743525,345
368,726
27385,72386
20,67
69757,32464
9509,5157
09988,82347
245351,412
59563,4374
329640,428469
2400,95293
1402,58
295,6423
9346,7639
186,5667
9418,98
65351,78627
7226,11
70,237523
216,573729
09207,15
42,927978
81,7635
0424,8549
0963,137
60272,23275
665,46
496,733772
236331,75365
28113,715
803115,69
83,3656
18460,238
32490,23
87343,465384
948,582736
48723,68739
02339,9525
69,79
15302,97
322612,72568
165,253
692045,59244
78049,749554
76454,68396
72,885647
98375,92257
0825,134
759,955
1422,6295
48,25895
184075,618
777305,286312
55158,923
798,23967
098,79
402917,188
751,58
73,29741
49036,92
51,329
860,247871
1516,93955
917,413
46987,349176
00,518
28549,231
713446,351
4196,49
66756,173
31,4334
90,2519
3541,84
0585,648
97,743
121148,7499
1294,335728
571524,614
37028,549
567,27
19026,33
92806,69315
88808,746324
3882,241
017,86
136061,57936
570693,9568
831768,82
77033,116
4925,81
96,589496
72,4378
44,965
561929,28647
75,914
330,244778
75205,1175
08747,23
472,797
08767,7885
04571,77171
46827,577623
864,613425
274500,57438
02073,248
242,679
69,9713
7899,754
445199,21
2500,6662
62,71776
805,993
987,626397
911330,5494
78,13
898,81766
59266,226
90,117
253,319476
53201,419
957,79479
26179,738
112,842
755879,26558
02,12686
008742,686479
194,67187
8560,426827
3438,258737
64180,28
51,94974
389,45586
07,43
296,187588
23941,27
9951,652
5945,86228
380666,885
947428,29465
498333,438
6387,33
171,259242
398549,6585
9903,36
24,196135
010440,48
84327,61799
134116,298
245,61
3894,41
05526,237267
60,4952
961,829159
1950,4993
708516,3582
16,65131
596,244
619689,8789
58753,734258
66,13
91690,992627
60,661164
21088,46
5592,1145
7352,89729
71968,261622
86,1757
658828,6642
77,2998
72,33938
699696,216354
43949,46793
872831,372537
13,348675
178683,56
95,578
344,192
843,424242
22,59632
74110,648267
9876,471
933008,948
5180,7794
76451,759
708484,49262
65960,458739
605337,246824
832506,562
64993,57
23,613
102589,83334
9196,95419
83,39
023547,18
77,273397
402813,823959
58116,484
766,55
264403,4715
8713,6796
42,28
0244,72677
250,4353
3452,62
803298,8361
28,4178
45,63694
19,69
81,647468
399429,74713
48,93255
5394,737239
648,74596
979291,46
982976,5693
55254,334
52391,158231
095121,184
55,8887
71645,664223
807230,642864
30971,7812
816787,28722
74133,925818
53,699
22092,92
9817,79
72139,472
398072,55731
1544,81418
81843,5886
04,964825
55656,42837
7846,645143
78197,348
683,96835
24,97375
87,57166
538,771
69,235986
03,392977
55,8849
2092,879537
88723,717587
95275,393158
767491,325271
968481,572
001,98496
99,94
169,8157
100666,7524
851588,236
845,4996
9946,15939
32801,14764
82,3741
31,669
90528,35
3493,79365
33,92479
340443,5771
788,83
0630,337554
57824,594
520,26252
33,948
8141,8292
7616,76343
973,839
246086,556
16655,822
2217,128
89597,834977
6439,7355
34,266
03004,1775
29,39547
70,69
102,77354
057261,429
405193,3642
85,955548
842485,473
89304,859286
457,45911
003,462992
0196,58547
874839,223982
80,124683
98,82444
322560,593
60,55
4889,138856
139,919
916941,5355
73,36661
69685,45
51689,84
2279,999
592,862
77,525172
324,11
613,268562
8364,15766
099072,1734
717,954519
9834,62
5761,59
18113,266
370308,992
53619,1722
62,335247
41132,53
538761,83862
75221,7358
92,729
815696,38
092,26
2392,2581
00477,8188
29,92
8096,92
464,967
0961,15382
420,48839
54504,538
35,877
9401,6958
349042,8682
1458,255
973344,957498
23,6625
26,47341
767989,2455
52408,9491
72,32219
0960,97
50614,15562
883537,217
0792,22
395340,618
0453,788
673889,64
184,154
7157,84
64631,35
0125,37
274433,58
2756,299482
077197,32537
848613,193
74,4929
51368,69
499425,43
41891,6128
30604,6574
94,6441
854914,7191
6815,11858
7920,467
39,623329
611841,17536
56,3386
930758,443296
50,893
6813,3122
571,474
225954,668
106,636826
400193,998
116,63
08205,11
66290,897788
46375,5661
97,7144
0593,6176
270446,69
830,62
494,617287
87,728831
702181,456683
1388,843831
1941,17
81,657
31,4519
609914,516
571035,62832
998,783
82971,66
053190,36
754,1377
025,361387
79,638689
843,619
65385,82723
701,246548
89,56
55,747
84,37
570249,111
809,6585
27,36
57106,38497
2926,67
48,8188
58670,95
6898,454696
99799,36441
98,947226
97164,24317
789518,32337
405019,526
35644,33
864546,5875
08885,642
51,188
32304,838
8487,238
82,51
38376,933733
518,169534
69,596763
32,721
767133,356737
4037,66343
304,17947
0072,36
06,66533
533,86474
78606,833
851,75661
853110,51
1914,836647
097,53
45,646881
05920,912715
553,43
764,956527
31281,8257
803745,178
533,5987
466,2124
149,77619
478,428412
8437,1444
161,89
34904,958
4103,2776
368,664
32,918981
734607,3829
6508,7669
96,24239
1003,536698
863,459
19,76476
02184,774116
74576,79835
92104,965
022290,54
67289,632293
2892,641399
077057,1241
2073,482439
986770,25415
315367,44949
966345,11791
730525,173557
35,712578
334654,571663
1518,41
34,9249
431,5189
210,51575
4633,5126
262,6411
00,773434
030963,23
164,36
112525,939864
7789,565817
6922,921
39068,262641
067,248
931,98
12530,6936
8073,925162
46940,51381
461,344457
48920,5341
91,169657
324,92921
68409,7543
29,374
54802,316
016520,623564
76,8343
46,43
72207,94766
56,63
074744,117278
761104,77
08,73188
9275,879
48,149
869775,68
63,49185
00998,68176
57925,19
986254,97
326842,46165
13,51631
52726,76
734172,39
99,973334
3787,68297
205,219
35102,47
75986,345957
6318,62517
285,237
759384,1913
91578,92
195632,45
4964,48
094218,62159
255282,6593
0583,395
825,48993
487,84324
556,968
36,2148
430,57454
0222,768
5455,64737
21,772637
1839,89
4393,44931
7873,7949
31227,58462
57752,7421
3791,684
38,71884
83630,951
507,28
764403,81
36,97
2174,5469
337,152
89,446998
6097,729591
15049,91892
5031,27876
91723,91379
0448,639298
244,58786
19731,483915
7674,15118
445,62359
80362,2887
3513,54296
00,58
702313,43147
654,27
11718,17
780620,584648
419,114653
78,235
951,41415
637223,54
5892,571196
415058,337252
97,32
283677,81
02730,22219
3233,51
285,141497
381,2643
798623,42
110299,922
63,843
415,986473
966715,9998
9840,3882
495,5919
1170,5159
226,71975
537371,238344
45,882946
06,275
547,77
820924,449126
97,516834
25964,21834
06409,7453
69811,232913
893,713
32,45
56903,79361
26832,6495
62413,15
40,115
887981,36
32436,1619
276563,9462
24,6135
95,3379
528967,61
62,61
895,85
203,64536
87308,574
52498,43771
693602,6788
773320,76
61,66228
3459,864929
101,523154
763708,14184
343087,873446
780081,8394
657571,767
429,417
5792,18635
401,156
095215,899
89243,296
438264,988179
74010,42
267,38
11278,697
24,72
54029,546
98,34
040017,8544
01,465992
76,537739
99,64968
6250,6713
489,886
90659,126595
13,593
49575,382976
9252,2395
430,2268
17548,32
208,3575
8386,677985
7448,72
97,994362
57,254224
7051,4625
30,9712
399552,59115
80,69389
71778,538919
6060,34
844,53334
60,9213
70,69344
59,76
200745,9777
104379,946
70,94482
57,6274
236,5946
839261,21
8787,342466
20,6451
83,5721
27719,6795
1444,622
28,127318
72071,497464
21329,838
53,421
013545,651146
2852,1953
48,312
82,67665
1230,566748
7953,6349
165409,55377
258,47
653417,3377
4599,8115
19,168715
1254,18939
0282,724521
829609,48
22869,7668
68928,27
713295,62
87435,144
259,246347
733667,74798
0876,3492
83577,12
7305,495
14074,491162
79609,216924
072,58932
72,78245
542,8137
4566,881848
613464,34281
7109,25
9658,372991
97929,3752
58665,641
43,95
6862,227927
1667,867474
695390,46322
612124,13172
93628,84962
4447,9824
71072,78351
83,47331
38425,66745
593975,46
54248,65636
44,69
135,6175
2203,273912
79899,75
810,372
629,76144
36417,851783
202,1971
1537,24844
78259,23
69593,69598
768,349638
6561,67
577,419
16932,214996
605762,8642
35035,69513
31600,93678
89628,78
99,92
899822,85
10,75593
64304,5775
09,713
723234,9279
20,3367
51,49252
773,96615
6112,12561
48060,2977
952072,515145
31,47493
867236,3195
244263,3787
3814,717
297,252
539944,9865
9885,5263
61956,244
118655,14
72,79767
64,126
136,4425
5160,614
744641,22347
134,255839
683508,5546
84,923637
98,79377
41261,2586
45,775
05327,331
17025,358764
454929,785
44,7197
65,685
443,8968
970275,9985
500067,4144
237375,14814
14,438159
4808,4621
8200,472
60,841699
206780,823
25,513835
5119,8519
94,8388
94775,75588
51,2623
363,73
999,587
295847,42195
06,44
708,517214
2624,45
11,914823
64,688492
79602,98679
14745,6535
778925,28
2397,37
33,54556
89876,2265
40132,314
2017,25
0432,438117
070,2888
59,94644
987,112762
52,663443
4605,8364
9029,564
401,5761
294765,139
696,6938
60016,22
927,68924
75582,979253
728249,596
683,7886
12097,853
741,65431
0014,242853
913,54739
39,6282
15100,44533
980,1412
707625,627211
20889,365
160,2214
619,17559
95245,33
867148,74123
79638,51
69736,3964
735998,65
2685,31195
390407,265943
321963,232793
00,36648
962,274
88515,39
2348,11644
509,2129
596107,362
63,561842
45,4562
144,792629
58781,51737
93623,12
403640,56495
89,566
063205,531
995,489347
4408,624177
3311,987
446,24938
63762,9823
32441,23393
78,372
239,76225
96240,56
817,19
159665,53268
70118,98366
347947,381434
11,963
79392,259
87033,369189
236,93
8815,57922
3758,8564
819,277
936107,85
7280,965
836999,81348
739994,575
3210,52845
74,7557
273,3794
360583,7758
92446,679
16352,146876
25,7554
49,58791
3910,7427
123849,188457
16666,16229
168,26
06240,472391
494,42
5366,63869
30374,95698
03,52
2373,55
31857,1255
74,894
96,3621
07372,861148
07,714
50,1175
90,325
62353,759
706728,99
711,89
09142,671932
9615,937132
44,58838
97147,66
74159,669725
44,41
215772,32
6580,936
175890,7438
96622,516951
585208,25
017563,393
804,2387
28,1797
469508,267934
00473,317
589,276
787,984
741,437
92899,22145
493,67
6604,37
17,2113
654,763744
24,3223
690,266
230,63844
803,76234
06,731
0244,19
4122,298
35,532778
282686,1129
325303,91
121918,65582
922,826
93,674796
533,9346
44394,52667
37,8112
10,897864
812,28771
890598,461
764,138
09652,23
6534,5148
07069,25892
1183,126355
173,917297
66083,837
103344,2921
4200,262
2879,24973
24,363598
011741,12519
68,923951
247,44
1384,22687
40438,693283
85289,245233
82555,9854
02,772475
78742,255
505,25
880839,278
7013,527967
5595,3971
600,26241
276,99698
69404,846
59,84563
02848,12
717114,114417
5986,5729
05221,8826
56259,294
231,112
352,21
1039,74535
07,52912
08,55
645746,29
2901,982
59683,22
23823,335
8800,858
54,91
517584,778
55,388673
901112,438
311,48926
19,31
87,62269
382,195494
215075,512
11,2614
40,331852
36,691
318,51
316425,298
9885,79339
1278,9912
530,98778
687,1377
767,464
036,133945
6486,168
517068,63659
5540,244
8660,56
978404,98
1031,8943
430,2514
83,47184
87,12814
925,491
5882,46995
548672,9657
6718,263553
596033,35
384313,932
550,667956
62183,92734
704305,3882
07773,25622
20425,415
464,441587
22130,81
94,861484
38,4797
46,1952
3962,2497
5100,72985
8285,43
524204,7826
92251,2247
2414,4326
213788,94177
73287,36819
53829,622
460878,67546
57,843
7640,44816
03,3591
507350,95
77,237287
421063,314394
07225,124
283456,3388
696781,6856
4430,29
2794,51269
7815,7635
514,5651
487927,762232
530,866
03,1414
621502,684153
743,37
21,767782
3148,86942
71493,318446
20,559
376,126
73,476
026,39495
6566,156781
08064,5679
507,8277
01,761978
91,4584
05517,478
338,67
394,3562
575505,323
89397,342
521,3826
420612,13
838500,682199
244498,6795
333,242781
932904,424
004978,23216
82,184
781,59768
5507,6753
683985,1977
8392,739
934,89674
6424,743
3077,481
18,44
85,297127
84562,65
9497,1171
57,7972
81804,228
6119,61757
27310,669
9813,615695
936,94651
85,726896
730,48179
330,759
26,58
55,75355
21,7362
4570,95
91,317557
701416,58536
267816,7422
5164,434194
767704,1455
21625,48
509417,5851
20405,53
1576,1275
5682,2653
343,255912
0220,89831
490,25918
85,29
0547,52
79331,22
000896,254281
726,15255
76149,187
425519,4376
5610,272
78101,15937
601788,26
44,61436
95,353263
671220,626652
837299,511783
74651,498
14342,682682
551,97
72,3982
7596,64864
217762,82
4162,22224
64,7515
85,981265
152596,91535
8484,893
76,1739
24,7145
663805,8137
55,2344
334,234247
127320,3718
5826,451163
494377,5195
1619,961
43,354252
58069,81
5656,982
73035,446
589732,535
775363,54672
65527,5923
4853,189693
60687,493
402,9267
88983,625
857,1628
06,471
53736,266463
499913,5168
84856,157
9088,326
993,8869
45,116
727,21352
83985,336512
95435,432
819251,83
1356,191935
279,611
690,68
00,984925
87,6455
424952,491977
68075,88
20190,7776
878,3223
027540,87435
22385,65
18381,729
3221,98143
55679,132824
791,9173
919,85
38593,927979
113536,93
667,68521
22477,275621
324050,257
737445,52
841,411
0238,4821
34991,444
2890,1281
593,1539
78660,64547
243,1918
489663,11864
64466,781725
0741,44716
89,46997
4522,634622
8130,849
015,62
46,89
0160,731761
3339,6687
5674,663
4407,84284
52545,19927
864,89
75,687341
9766,665
695482,99539
63325,47735
86087,63
653763,14552
9603,5371
601929,781742
574,13
399,68
13,413
0604,112287
670,7476
7941,161
967,932
555,88
6603,734856
326666,63888
43384,16126
2403,6691
174507,87
